n_lags,aid_type,variable,coef,std_err,p_value,ci_lower,ci_upper,sig
4,Humanitarian,battle_lag1,0.0085827329454006,0.004408157367659384,0.051756720515478305,-5.725549521179256e-05,0.017222721386012996,*
4,Humanitarian,battle_lag2,-0.0015618914088180592,0.005427437209002731,0.7735650983208666,-0.012199668338463412,0.009075885520827295,
4,Humanitarian,battle_lag3,-0.006591727804675816,0.004869893604769396,0.17611883466411093,-0.01613671927002383,0.0029532636606722003,
4,Humanitarian,battle_lag4,-0.00701671984814415,0.006532763055347587,0.28299312141651445,-0.01982093543662542,0.005787495740337122,
4,Humanitarian,month_2,13.205681387577135,7.737710915520622,0.08813228554996022,-1.9602320068432828,28.37159478199755,*
4,Humanitarian,month_3,-0.2475902242121147,10.562801683959568,0.9813031730063955,-20.950681524772868,20.45550107634864,
4,Humanitarian,month_4,9.470040469776167,6.187477645060593,0.12614139237343558,-2.6574157145425943,21.59749665409493,
4,Humanitarian,month_5,1.0009899869988552,5.674077018047179,0.8599967720720598,-10.120200968373616,12.122180942371326,
4,Humanitarian,month_6,9.940610103676097,12.1199269228152,0.41226546211116366,-13.814446665041693,33.695666872393886,
4,Humanitarian,month_7,-2.1928107839523574,7.659958107579292,0.774719236331993,-17.206328674807768,12.820707106903054,
4,Humanitarian,month_8,-5.8182445484503615,7.710206730166838,0.450621397779708,-20.930249739577366,9.293760642676641,
4,Humanitarian,month_9,11.335504058121375,10.663648822679487,0.2879850083636206,-9.56524763433042,32.23625575057317,
4,Humanitarian,month_10,-4.308164023924651,5.091609422133019,0.3976418536737838,-14.28771849130537,5.671390443456066,
4,Humanitarian,month_11,5.698111625732549,8.160683813249126,0.48515710263973144,-10.296828648235737,21.693051899700833,
4,Humanitarian,month_12,8.369811684203324,7.506624937133547,0.2650686861993852,-6.343173192578428,23.082796560985074,
6,Military,infra_lag1,-0.8874632917008709,0.5731949105625438,0.12182748539297661,-2.0109253164034566,0.2359987330017148,
6,Military,infra_lag2,1.4422298312781758,0.8702806205307888,0.09774787820261444,-0.2635201849621702,3.147979847518522,*
