donor,year_month,aid_type_general,aid_eur_m,aid_type_specific,donor_group,frontline_flag,reluctant_flag,year,month_num,t,post_2022,winter,infrastructure_attacks,Energy,Medical/Edu,Water,Battle Counts,Remote Attack,Deaths,Total Events,battlefield_events,infra_spike,infra_lag1,battle_lag1,infra_lag2,battle_lag2,infra_lag3,battle_lag3,infra_lag4,battle_lag4,infra_lag5,battle_lag5,infra_lag6,battle_lag6
Switzerland,2024-09,Humanitarian,0.0,,other,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
Switzerland,2024-09,Military,0.0,,other,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
Taiwan,2024-09,Financial,0.0,,other,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
Taiwan,2024-09,Humanitarian,0.0,,other,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
Taiwan,2024-09,Military,0.0,,other,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
Turkiye,2024-09,Financial,0.0,,other,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
Turkiye,2024-09,Humanitarian,0.0,,other,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
Turkiye,2024-09,Military,0.0,,other,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
United Kingdom,2024-09,Financial,435.8004682153792,Guarantee,major_western,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
United Kingdom,2024-09,Humanitarian,0.0,,major_western,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
United Kingdom,2024-09,Military,549.860976193094,Weapons,major_western,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
United States,2024-09,Financial,0.0,,major_western,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
United States,2024-09,Humanitarian,261.1201152530164,Assistance,major_western,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
United States,2024-09,Military,2723.7529263461197,Funding for Weapon Acquisition Program | Weapons | Weapons and equipment,major_western,0,0,2024,9,32,1,0,64.0,4.0,9.0,60.0,1934.0,871.0,6276.0,2838.0,2805.0,0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0,45.0,1129.0
Australia,2024-10,Financial,0.0,,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Australia,2024-10,Humanitarian,0.0,,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Australia,2024-10,Military,150.77326483651734,Weapons,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Austria,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Austria,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Austria,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Belgium,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Belgium,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Belgium,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Bulgaria,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Bulgaria,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Bulgaria,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Canada,2024-10,Financial,266.79271655883804,Loan,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Canada,2024-10,Humanitarian,0.0,,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Canada,2024-10,Military,36.217111272862255,Assistance | Equipment | Funding for Weapon Acquisition Program,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
China,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
China,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
China,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Croatia,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Croatia,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Croatia,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Cyprus,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Cyprus,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Cyprus,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Czechia,2024-10,Financial,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Czechia,2024-10,Humanitarian,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Czechia,2024-10,Military,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Denmark,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Denmark,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Denmark,2024-10,Military,321.7475086425927,Funding for Weapon Acquisition Program | Weapons and equipment,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Estonia,2024-10,Financial,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Estonia,2024-10,Humanitarian,0.37,Reconstruction,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Estonia,2024-10,Military,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Finland,2024-10,Financial,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Finland,2024-10,Humanitarian,0.0,Equipment,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Finland,2024-10,Military,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
France,2024-10,Financial,0.0,,major_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
France,2024-10,Humanitarian,0.0,,major_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
France,2024-10,Military,300.0,Funding for Weapon Acquisition Program,major_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Germany,2024-10,Financial,0.0,,major_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Germany,2024-10,Humanitarian,170.0,Assistance,major_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Germany,2024-10,Military,806.0868327068735,Equipment | Weapons | Weapons and equipment,major_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Greece,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Greece,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Greece,2024-10,Military,0.0,Assistance,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Hungary,2024-10,Financial,0.0,,reluctant,0,1,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Hungary,2024-10,Humanitarian,0.0,,reluctant,0,1,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Hungary,2024-10,Military,0.0,,reluctant,0,1,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Iceland,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Iceland,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Iceland,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
India,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
India,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
India,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Ireland,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Ireland,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Ireland,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Italy,2024-10,Financial,0.0,,reluctant,0,1,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Italy,2024-10,Humanitarian,0.0,,reluctant,0,1,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Italy,2024-10,Military,0.0,,reluctant,0,1,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Japan,2024-10,Financial,0.0,,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Japan,2024-10,Humanitarian,0.0,,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Japan,2024-10,Military,1.168231642808163,Equipment,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Latvia,2024-10,Financial,0.25,Grant,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Latvia,2024-10,Humanitarian,1.486,Assistance,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Latvia,2024-10,Military,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Lithuania,2024-10,Financial,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Lithuania,2024-10,Humanitarian,4.0,Contribution,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Lithuania,2024-10,Military,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Luxembourg,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Luxembourg,2024-10,Humanitarian,11.88516746411483,Contribution,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Luxembourg,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Malta,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Malta,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Malta,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Netherlands,2024-10,Financial,0.0,,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Netherlands,2024-10,Humanitarian,0.0,,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Netherlands,2024-10,Military,711.8107765326286,Funding for Weapon Acquisition Program,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
New Zealand,2024-10,Financial,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
New Zealand,2024-10,Humanitarian,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
New Zealand,2024-10,Military,0.0,,other,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Norway,2024-10,Financial,379.06381189907813,Grant,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Norway,2024-10,Humanitarian,228.1306317059527,Assistance | Contribution,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Norway,2024-10,Military,144.18132479406222,Equipment | Funding for Weapon Acquisition Program,other_western,0,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Poland,2024-10,Financial,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
Poland,2024-10,Humanitarian,0.0,,frontline_adjacent,1,0,2024,10,33,1,1,76.0,11.0,5.0,69.0,1728.0,709.0,6302.0,2490.0,2437.0,0,64.0,2805.0,113.0,1958.0,79.0,2337.0,54.0,1765.0,53.0,1697.0,47.0,1636.0
