donor,year_month,aid_type_general,aid_eur_m,aid_type_specific,donor_group,frontline_flag,reluctant_flag,year,month_num,t,post_2022,winter
Turkiye,2023-08,Military,0.0,,other,0,0,2023,8,19,1,0
United Kingdom,2023-08,Financial,223.53630794556162,Guarantee,major_western,0,0,2023,8,19,1,0
United Kingdom,2023-08,Humanitarian,0.0,,major_western,0,0,2023,8,19,1,0
United Kingdom,2023-08,Military,0.0,,major_western,0,0,2023,8,19,1,0
United States,2023-08,Financial,0.0,,major_western,0,0,2023,8,19,1,0
United States,2023-08,Humanitarian,0.0,,major_western,0,0,2023,8,19,1,0
United States,2023-08,Military,412.50836973503806,Weapons and equipment,major_western,0,0,2023,8,19,1,0
Australia,2023-09,Financial,0.0,,other_western,0,0,2023,9,20,1,0
Australia,2023-09,Humanitarian,0.0,,other_western,0,0,2023,9,20,1,0
Australia,2023-09,Military,0.0,,other_western,0,0,2023,9,20,1,0
Austria,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Austria,2023-09,Humanitarian,1.0,Contribution,other,0,0,2023,9,20,1,0
Austria,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Belgium,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Belgium,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Belgium,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Bulgaria,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Bulgaria,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Bulgaria,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Canada,2023-09,Financial,0.0,,other_western,0,0,2023,9,20,1,0
Canada,2023-09,Humanitarian,5.740860898578124,Contribution,other_western,0,0,2023,9,20,1,0
Canada,2023-09,Military,524.9775207253971,Equipment | Funding for Weapon Acquisition Program | Weapons,other_western,0,0,2023,9,20,1,0
China,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
China,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
China,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Croatia,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Croatia,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Croatia,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Cyprus,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Cyprus,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Cyprus,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Czechia,2023-09,Financial,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Czechia,2023-09,Humanitarian,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Czechia,2023-09,Military,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Denmark,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Denmark,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Denmark,2023-09,Military,777.8363886934007,Equipment,other,0,0,2023,9,20,1,0
Estonia,2023-09,Financial,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Estonia,2023-09,Humanitarian,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Estonia,2023-09,Military,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Finland,2023-09,Financial,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Finland,2023-09,Humanitarian,0.0,Equipment,frontline_adjacent,1,0,2023,9,20,1,0
Finland,2023-09,Military,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
France,2023-09,Financial,0.0,,major_western,0,0,2023,9,20,1,0
France,2023-09,Humanitarian,0.0,,major_western,0,0,2023,9,20,1,0
France,2023-09,Military,26.09858467217408,Weapons and equipment,major_western,0,0,2023,9,20,1,0
Germany,2023-09,Financial,0.0,,major_western,0,0,2023,9,20,1,0
Germany,2023-09,Humanitarian,44.83,Assistance,major_western,0,0,2023,9,20,1,0
Germany,2023-09,Military,11.907485339632734,Assistance | Weapons and equipment,major_western,0,0,2023,9,20,1,0
Greece,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Greece,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Greece,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Hungary,2023-09,Financial,0.0,,reluctant,0,1,2023,9,20,1,0
Hungary,2023-09,Humanitarian,0.0,,reluctant,0,1,2023,9,20,1,0
Hungary,2023-09,Military,0.0,,reluctant,0,1,2023,9,20,1,0
Iceland,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Iceland,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Iceland,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
India,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
India,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
India,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Ireland,2023-09,Financial,8.0,Grant,other,0,0,2023,9,20,1,0
Ireland,2023-09,Humanitarian,12.0,Contribution,other,0,0,2023,9,20,1,0
Ireland,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Italy,2023-09,Financial,0.0,,reluctant,0,1,2023,9,20,1,0
Italy,2023-09,Humanitarian,0.0,,reluctant,0,1,2023,9,20,1,0
Italy,2023-09,Military,0.0,,reluctant,0,1,2023,9,20,1,0
Japan,2023-09,Financial,0.1637992512034231,Guarantee,other_western,0,0,2023,9,20,1,0
Japan,2023-09,Humanitarian,0.0,Equipment,other_western,0,0,2023,9,20,1,0
Japan,2023-09,Military,0.0,,other_western,0,0,2023,9,20,1,0
Latvia,2023-09,Financial,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Latvia,2023-09,Humanitarian,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Latvia,2023-09,Military,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Lithuania,2023-09,Financial,1.5,Guarantee,frontline_adjacent,1,0,2023,9,20,1,0
Lithuania,2023-09,Humanitarian,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Lithuania,2023-09,Military,0.0,Weapons and equipment,frontline_adjacent,1,0,2023,9,20,1,0
Luxembourg,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Luxembourg,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Luxembourg,2023-09,Military,10.0,Funding for Weapon Acquisition Program,other,0,0,2023,9,20,1,0
Malta,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Malta,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Malta,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Netherlands,2023-09,Financial,1.5,Guarantee,other_western,0,0,2023,9,20,1,0
Netherlands,2023-09,Humanitarian,0.0,,other_western,0,0,2023,9,20,1,0
Netherlands,2023-09,Military,85.86976341748289,Equipment | Funding for Weapon Acquisition Program | Weapons,other_western,0,0,2023,9,20,1,0
New Zealand,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
New Zealand,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
New Zealand,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Norway,2023-09,Financial,87.31721596125443,Grant,other_western,0,0,2023,9,20,1,0
Norway,2023-09,Humanitarian,87.31721596125443,Contribution,other_western,0,0,2023,9,20,1,0
Norway,2023-09,Military,14.039935817436264,Weapons,other_western,0,0,2023,9,20,1,0
Poland,2023-09,Financial,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Poland,2023-09,Humanitarian,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Poland,2023-09,Military,0.0,,frontline_adjacent,1,0,2023,9,20,1,0
Portugal,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Portugal,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Portugal,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Romania,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Romania,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Romania,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Slovakia,2023-09,Financial,0.0,,reluctant,0,1,2023,9,20,1,0
Slovakia,2023-09,Humanitarian,0.0,,reluctant,0,1,2023,9,20,1,0
Slovakia,2023-09,Military,0.0,,reluctant,0,1,2023,9,20,1,0
Slovenia,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Slovenia,2023-09,Humanitarian,0.2059190586557319,Equipment,other,0,0,2023,9,20,1,0
Slovenia,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
South Korea,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
South Korea,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
South Korea,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Spain,2023-09,Financial,0.0,,reluctant,0,1,2023,9,20,1,0
Spain,2023-09,Humanitarian,0.0,,reluctant,0,1,2023,9,20,1,0
Spain,2023-09,Military,5.653856970939561,Equipment,reluctant,0,1,2023,9,20,1,0
Sweden,2023-09,Financial,0.0,,other_western,0,0,2023,9,20,1,0
Sweden,2023-09,Humanitarian,0.0,,other_western,0,0,2023,9,20,1,0
Sweden,2023-09,Military,0.0,,other_western,0,0,2023,9,20,1,0
Switzerland,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Switzerland,2023-09,Humanitarian,1.2288709779221347,Contribution | Equipment,other,0,0,2023,9,20,1,0
Switzerland,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Taiwan,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Taiwan,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Taiwan,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
Turkiye,2023-09,Financial,0.0,,other,0,0,2023,9,20,1,0
Turkiye,2023-09,Humanitarian,0.0,,other,0,0,2023,9,20,1,0
Turkiye,2023-09,Military,0.0,,other,0,0,2023,9,20,1,0
United Kingdom,2023-09,Financial,0.0,,major_western,0,0,2023,9,20,1,0
United Kingdom,2023-09,Humanitarian,0.0,,major_western,0,0,2023,9,20,1,0
United Kingdom,2023-09,Military,0.0,Weapons,major_western,0,0,2023,9,20,1,0
United States,2023-09,Financial,3468.148344265179,Grant,major_western,0,0,2023,9,20,1,0
United States,2023-09,Humanitarian,107.31221643786773,Assistance,major_western,0,0,2023,9,20,1,0
United States,2023-09,Military,1029.5952932786595,Funding for Weapon Acquisition Program | Weapons and equipment,major_western,0,0,2023,9,20,1,0
Australia,2023-10,Financial,0.0,,other_western,0,0,2023,10,21,1,1
Australia,2023-10,Humanitarian,0.0,,other_western,0,0,2023,10,21,1,1
Australia,2023-10,Military,12.021529466408019,Equipment,other_western,0,0,2023,10,21,1,1
Austria,2023-10,Financial,40.0,Grant,other,0,0,2023,10,21,1,1
Austria,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Austria,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Belgium,2023-10,Financial,1.0,Guarantee,other,0,0,2023,10,21,1,1
Belgium,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Belgium,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Bulgaria,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Bulgaria,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Bulgaria,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Canada,2023-10,Financial,0.0,,other_western,0,0,2023,10,21,1,1
Canada,2023-10,Humanitarian,0.0,,other_western,0,0,2023,10,21,1,1
Canada,2023-10,Military,69.08744900875213,Equipment | Weapons,other_western,0,0,2023,10,21,1,1
China,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
China,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
China,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Croatia,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Croatia,2023-10,Humanitarian,5.0,Assistance,other,0,0,2023,10,21,1,1
Croatia,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Cyprus,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Cyprus,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Cyprus,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Czechia,2023-10,Financial,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Czechia,2023-10,Humanitarian,0.6333293889685979,Assistance,frontline_adjacent,1,0,2023,10,21,1,1
Czechia,2023-10,Military,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Denmark,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Denmark,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Denmark,2023-10,Military,495.9507509937294,Equipment | Weapons,other,0,0,2023,10,21,1,1
Estonia,2023-10,Financial,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Estonia,2023-10,Humanitarian,0.2,Equipment,frontline_adjacent,1,0,2023,10,21,1,1
Estonia,2023-10,Military,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Finland,2023-10,Financial,62.0,Grant | Loan,frontline_adjacent,1,0,2023,10,21,1,1
Finland,2023-10,Humanitarian,3.4082693565600586,Equipment,frontline_adjacent,1,0,2023,10,21,1,1
Finland,2023-10,Military,95.0,Weapons and equipment,frontline_adjacent,1,0,2023,10,21,1,1
France,2023-10,Financial,0.0,,major_western,0,0,2023,10,21,1,1
France,2023-10,Humanitarian,0.0,,major_western,0,0,2023,10,21,1,1
France,2023-10,Military,0.0,,major_western,0,0,2023,10,21,1,1
Germany,2023-10,Financial,0.0,,major_western,0,0,2023,10,21,1,1
Germany,2023-10,Humanitarian,0.0,,major_western,0,0,2023,10,21,1,1
Germany,2023-10,Military,169.49575539384446,Weapons and equipment,major_western,0,0,2023,10,21,1,1
Greece,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Greece,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Greece,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Hungary,2023-10,Financial,0.0,,reluctant,0,1,2023,10,21,1,1
Hungary,2023-10,Humanitarian,0.0,,reluctant,0,1,2023,10,21,1,1
Hungary,2023-10,Military,0.0,,reluctant,0,1,2023,10,21,1,1
Iceland,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Iceland,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Iceland,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
India,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
India,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
India,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Ireland,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Ireland,2023-10,Humanitarian,0.05,Assistance,other,0,0,2023,10,21,1,1
Ireland,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Italy,2023-10,Financial,0.0,,reluctant,0,1,2023,10,21,1,1
Italy,2023-10,Humanitarian,0.0,,reluctant,0,1,2023,10,21,1,1
Italy,2023-10,Military,0.0,,reluctant,0,1,2023,10,21,1,1
Japan,2023-10,Financial,0.0,,other_western,0,0,2023,10,21,1,1
Japan,2023-10,Humanitarian,0.0,,other_western,0,0,2023,10,21,1,1
Japan,2023-10,Military,0.0,,other_western,0,0,2023,10,21,1,1
Latvia,2023-10,Financial,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Latvia,2023-10,Humanitarian,0.056782,Equipment,frontline_adjacent,1,0,2023,10,21,1,1
Latvia,2023-10,Military,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Lithuania,2023-10,Financial,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Lithuania,2023-10,Humanitarian,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Lithuania,2023-10,Military,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Luxembourg,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Luxembourg,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Luxembourg,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Malta,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Malta,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Malta,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Netherlands,2023-10,Financial,102.0,Grant,other_western,0,0,2023,10,21,1,1
Netherlands,2023-10,Humanitarian,0.0,,other_western,0,0,2023,10,21,1,1
Netherlands,2023-10,Military,3.0178094983991466,Weapons | Weapons and equipment,other_western,0,0,2023,10,21,1,1
New Zealand,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
New Zealand,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
New Zealand,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Norway,2023-10,Financial,0.0,,other_western,0,0,2023,10,21,1,1
Norway,2023-10,Humanitarian,17.199337981845314,Assistance,other_western,0,0,2023,10,21,1,1
Norway,2023-10,Military,34.39867596369063,Assistance | Weapons,other_western,0,0,2023,10,21,1,1
Poland,2023-10,Financial,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Poland,2023-10,Humanitarian,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Poland,2023-10,Military,0.0,,frontline_adjacent,1,0,2023,10,21,1,1
Portugal,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Portugal,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Portugal,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Romania,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Romania,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Romania,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Slovakia,2023-10,Financial,0.0,,reluctant,0,1,2023,10,21,1,1
Slovakia,2023-10,Humanitarian,0.0,,reluctant,0,1,2023,10,21,1,1
Slovakia,2023-10,Military,0.0,,reluctant,0,1,2023,10,21,1,1
Slovenia,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Slovenia,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Slovenia,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
South Korea,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
South Korea,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
South Korea,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Spain,2023-10,Financial,0.0,,reluctant,0,1,2023,10,21,1,1
Spain,2023-10,Humanitarian,1.4201122319000243,Equipment,reluctant,0,1,2023,10,21,1,1
Spain,2023-10,Military,85.20673391400145,Weapons,reluctant,0,1,2023,10,21,1,1
Sweden,2023-10,Financial,0.0,,other_western,0,0,2023,10,21,1,1
Sweden,2023-10,Humanitarian,0.0,,other_western,0,0,2023,10,21,1,1
Sweden,2023-10,Military,188.88593592005603,Equipment,other_western,0,0,2023,10,21,1,1
Switzerland,2023-10,Financial,9.836369536092864,Grant,other,0,0,2023,10,21,1,1
Switzerland,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Switzerland,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Taiwan,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Taiwan,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Taiwan,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
Turkiye,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1
Turkiye,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1
Turkiye,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1
United Kingdom,2023-10,Financial,0.0,,major_western,0,0,2023,10,21,1,1
United Kingdom,2023-10,Humanitarian,50.69219989484511,Assistance | Contribution,major_western,0,0,2023,10,21,1,1
United Kingdom,2023-10,Military,0.0,,major_western,0,0,2023,10,21,1,1
United States,2023-10,Financial,0.0,,major_western,0,0,2023,10,21,1,1
United States,2023-10,Humanitarian,0.0,,major_western,0,0,2023,10,21,1,1
United States,2023-10,Military,331.3595207766723,Weapons and equipment,major_western,0,0,2023,10,21,1,1
Australia,2023-11,Financial,0.0,,other_western,0,0,2023,11,22,1,1
Australia,2023-11,Humanitarian,0.0,,other_western,0,0,2023,11,22,1,1
Australia,2023-11,Military,0.0,,other_western,0,0,2023,11,22,1,1
Austria,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Austria,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
Austria,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Belgium,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Belgium,2023-11,Humanitarian,2.5,Contribution,other,0,0,2023,11,22,1,1
Belgium,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Bulgaria,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Bulgaria,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
Bulgaria,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Canada,2023-11,Financial,0.0,,other_western,0,0,2023,11,22,1,1
Canada,2023-11,Humanitarian,0.0,,other_western,0,0,2023,11,22,1,1
Canada,2023-11,Military,40.46411109237772,Weapons,other_western,0,0,2023,11,22,1,1
China,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
China,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
China,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Croatia,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Croatia,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
Croatia,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Cyprus,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Cyprus,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
Cyprus,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Czechia,2023-11,Financial,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Czechia,2023-11,Humanitarian,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Czechia,2023-11,Military,2.5,Funding for Weapon Acquisition Program,frontline_adjacent,1,0,2023,11,22,1,1
Denmark,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Denmark,2023-11,Humanitarian,44.22247956610854,Contribution | Reconstruction,other,0,0,2023,11,22,1,1
Denmark,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Estonia,2023-11,Financial,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Estonia,2023-11,Humanitarian,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Estonia,2023-11,Military,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Finland,2023-11,Financial,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Finland,2023-11,Humanitarian,1.0,Assistance,frontline_adjacent,1,0,2023,11,22,1,1
Finland,2023-11,Military,100.0,Weapons and equipment,frontline_adjacent,1,0,2023,11,22,1,1
France,2023-11,Financial,0.0,,major_western,0,0,2023,11,22,1,1
France,2023-11,Humanitarian,0.0,,major_western,0,0,2023,11,22,1,1
France,2023-11,Military,0.0,,major_western,0,0,2023,11,22,1,1
Germany,2023-11,Financial,0.0,,major_western,0,0,2023,11,22,1,1
Germany,2023-11,Humanitarian,0.0,,major_western,0,0,2023,11,22,1,1
Germany,2023-11,Military,39.97606593769145,Weapons and equipment,major_western,0,0,2023,11,22,1,1
Greece,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Greece,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
Greece,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Hungary,2023-11,Financial,0.0,,reluctant,0,1,2023,11,22,1,1
Hungary,2023-11,Humanitarian,0.0,,reluctant,0,1,2023,11,22,1,1
Hungary,2023-11,Military,0.0,,reluctant,0,1,2023,11,22,1,1
Iceland,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Iceland,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
Iceland,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
India,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
India,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
India,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Ireland,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Ireland,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
Ireland,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Italy,2023-11,Financial,0.0,,reluctant,0,1,2023,11,22,1,1
Italy,2023-11,Humanitarian,0.0,,reluctant,0,1,2023,11,22,1,1
Italy,2023-11,Military,0.0,,reluctant,0,1,2023,11,22,1,1
Japan,2023-11,Financial,212.8008545678587,Guarantee,other_western,0,0,2023,11,22,1,1
Japan,2023-11,Humanitarian,0.0,,other_western,0,0,2023,11,22,1,1
Japan,2023-11,Military,0.0,,other_western,0,0,2023,11,22,1,1
Latvia,2023-11,Financial,4.0,Grant,frontline_adjacent,1,0,2023,11,22,1,1
Latvia,2023-11,Humanitarian,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Latvia,2023-11,Military,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Lithuania,2023-11,Financial,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Lithuania,2023-11,Humanitarian,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Lithuania,2023-11,Military,0.0,Weapons and equipment,frontline_adjacent,1,0,2023,11,22,1,1
Luxembourg,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Luxembourg,2023-11,Humanitarian,0.335,Equipment,other,0,0,2023,11,22,1,1
Luxembourg,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Malta,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Malta,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
Malta,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Netherlands,2023-11,Financial,25.0,Grant,other_western,0,0,2023,11,22,1,1
Netherlands,2023-11,Humanitarian,0.0,,other_western,0,0,2023,11,22,1,1
Netherlands,2023-11,Military,0.0,,other_western,0,0,2023,11,22,1,1
New Zealand,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
New Zealand,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
New Zealand,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Norway,2023-11,Financial,16.955239708554842,Grant,other_western,0,0,2023,11,22,1,1
Norway,2023-11,Humanitarian,84.77619854277421,Assistance,other_western,0,0,2023,11,22,1,1
Norway,2023-11,Military,4.2388099271387105,Equipment,other_western,0,0,2023,11,22,1,1
Poland,2023-11,Financial,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Poland,2023-11,Humanitarian,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Poland,2023-11,Military,0.0,,frontline_adjacent,1,0,2023,11,22,1,1
Portugal,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Portugal,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
Portugal,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Romania,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1
Romania,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1
Romania,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1
Slovakia,2023-11,Financial,0.0,,reluctant,0,1,2023,11,22,1,1
Slovakia,2023-11,Humanitarian,0.0,,reluctant,0,1,2023,11,22,1,1
